"common_name","year","yoy_change"
"American Pipit",2024,-0.8054
"American Robin",2000,3.4111
"American Robin",2001,-25.3016
"American Robin",2002,16.6442
"American Robin",2003,-10.4544
"American Robin",2004,0.1921
"American Robin",2005,30.3736
"American Robin",2006,-32.166
"American Robin",2007,-0.00799999999999912
"American Robin",2008,11.1377
"American Robin",2009,-10.6309
"American Robin",2010,2.9836
"American Robin",2011,2.4834
"American Robin",2012,-1.8412
"American Robin",2013,4.0243
"American Robin",2014,2.8376
"American Robin",2015,-10.4018
"American Robin",2016,-2.4403
"American Robin",2017,14.1151
"American Robin",2018,1.2
"American Robin",2019,-18.4897
"American Robin",2020,47.183
"American Robin",2021,-45.9103
"American Robin",2022,17.1635
"American Robin",2023,0.141699999999997
"American Robin",2024,-16.1319
"American Woodcock",2000,-0.1434
"American Woodcock",2001,0.0198
"American Woodcock",2002,0.1058
"American Woodcock",2003,-0.113
"American Woodcock",2004,0.1288
"American Woodcock",2005,-0.0294
"American Woodcock",2006,0.0508
"American Woodcock",2007,-0.1582
"American Woodcock",2008,0.0937
"American Woodcock",2009,0.0398
"American Woodcock",2010,-0.1202
"American Woodcock",2011,0.0419
"American Woodcock",2012,0.0746
"American Woodcock",2013,-0.0673
"American Woodcock",2014,-0.0231
"American Woodcock",2015,0.0588
"American Woodcock",2016,-0.0462
"American Woodcock",2017,-0.037
"American Woodcock",2018,0.0949
"American Woodcock",2019,-0.0715
"American Woodcock",2020,0.033
"American Woodcock",2021,-0.0702
"American Woodcock",2022,-0.0032
"American Woodcock",2023,0.0607
"American Woodcock",2024,-0.0787
"Baltimore Oriole",2000,0.008
"Baltimore Oriole",2001,-0.001
"Baltimore Oriole",2002,-0.000200000000000001
"Baltimore Oriole",2003,-6e-04
"Baltimore Oriole",2004,0.022
"Baltimore Oriole",2005,0.0203
"Baltimore Oriole",2006,-0.0262
"Baltimore Oriole",2007,-0.0162
"Baltimore Oriole",2008,0.0014
"Baltimore Oriole",2009,5e-04
"Baltimore Oriole",2010,0.0445
"Baltimore Oriole",2011,-0.0449
"Baltimore Oriole",2012,-5e-04
"Baltimore Oriole",2013,0.0065
"Baltimore Oriole",2014,-0.0018
"Baltimore Oriole",2015,-0.0043
"Baltimore Oriole",2016,0.006
"Baltimore Oriole",2017,0.0015
"Baltimore Oriole",2018,-0.015
"Baltimore Oriole",2019,0
"Baltimore Oriole",2020,0.0192
"Baltimore Oriole",2021,-0.0192
"Baltimore Oriole",2022,0
"Baltimore Oriole",2023,0.0076
"Baltimore Oriole",2024,-0.0076
"Black-and-white Warbler",2000,0.0133
"Black-and-white Warbler",2001,0.0148
"Black-and-white Warbler",2002,-0.0213
"Black-and-white Warbler",2003,-0.0068
"Black-and-white Warbler",2004,0
"Black-and-white Warbler",2005,0.0074
"Black-and-white Warbler",2006,-0.0074
"Black-and-white Warbler",2007,0
"Black-and-white Warbler",2008,0.0075
"Black-and-white Warbler",2009,-0.0075
"Black-and-white Warbler",2010,0
"Black-and-white Warbler",2011,0.0076
"Black-and-white Warbler",2012,-0.0076
"Black-and-white Warbler",2013,0.0074
"Black-and-white Warbler",2014,-0.0015
"Black-and-white Warbler",2015,-0.0059
"Black-and-white Warbler",2016,0.0147
"Black-and-white Warbler",2017,-0.0055
"Black-and-white Warbler",2018,0.0111
"Black-and-white Warbler",2019,0.0505
"Black-and-white Warbler",2020,-0.0519
"Black-and-white Warbler",2021,0.0039
"Black-and-white Warbler",2022,0.000799999999999999
"Black-and-white Warbler",2023,-0.0084
"Black-and-white Warbler",2024,0.0146
"Blue Jay",2000,-3.0135
"Blue Jay",2001,3.0819
"Blue Jay",2002,-3.7922
"Blue Jay",2003,1.3679
"Blue Jay",2004,0.9736
"Blue Jay",2005,-0.3682
"Blue Jay",2006,1.6985
"Blue Jay",2007,-1.8728
"Blue Jay",2008,1.0614
"Blue Jay",2009,1.2449
"Blue Jay",2010,-1.8636
"Blue Jay",2011,-0.5036
"Blue Jay",2012,0.3874
"Blue Jay",2013,0.788100000000001
"Blue Jay",2014,0.0492999999999988
"Blue Jay",2015,-0.9021
"Blue Jay",2016,0.3556
"Blue Jay",2017,-0.364599999999999
"Blue Jay",2018,2.9198
"Blue Jay",2019,-3.8819
"Blue Jay",2020,5.0559
"Blue Jay",2021,-3.8146
"Blue Jay",2022,3.2595
"Blue Jay",2023,-4.4513
"Blue Jay",2024,0.5976
"Blue-gray Gnatcatcher",2000,0.0487
"Blue-gray Gnatcatcher",2001,-0.0299
"Blue-gray Gnatcatcher",2002,-0.034
"Blue-gray Gnatcatcher",2003,0
"Blue-gray Gnatcatcher",2004,0.0278
"Blue-gray Gnatcatcher",2005,-0.0278
"Blue-gray Gnatcatcher",2006,0
"Blue-gray Gnatcatcher",2007,0
"Blue-gray Gnatcatcher",2008,0.0074
"Blue-gray Gnatcatcher",2009,-0.0074
"Blue-gray Gnatcatcher",2010,0
"Blue-gray Gnatcatcher",2011,0
"Blue-gray Gnatcatcher",2012,0
"Blue-gray Gnatcatcher",2013,0
"Blue-gray Gnatcatcher",2014,0.0156
"Blue-gray Gnatcatcher",2015,-0.0156
"Blue-gray Gnatcatcher",2016,0.0387
"Blue-gray Gnatcatcher",2017,-0.0209
"Blue-gray Gnatcatcher",2018,-0.0178
"Blue-gray Gnatcatcher",2019,0.0306
"Blue-gray Gnatcatcher",2020,-0.0241
"Blue-gray Gnatcatcher",2021,0.0095
"Blue-gray Gnatcatcher",2022,-0.016
"Blue-gray Gnatcatcher",2023,0.016
"Blue-gray Gnatcatcher",2024,-0.0021
"Blue-headed Vireo",2000,-0.0078
"Blue-headed Vireo",2001,-0.0207
"Blue-headed Vireo",2002,0.0439
"Blue-headed Vireo",2003,-0.00319999999999999
"Blue-headed Vireo",2004,-0.0196
"Blue-headed Vireo",2005,6e-04
"Blue-headed Vireo",2006,-0.0291
"Blue-headed Vireo",2007,0.0167
"Blue-headed Vireo",2008,0.0144
"Blue-headed Vireo",2009,0.000599999999999996
"Blue-headed Vireo",2010,-0.0167
"Blue-headed Vireo",2011,-0.0074
"Blue-headed Vireo",2012,0.0244
"Blue-headed Vireo",2013,0.0039
"Blue-headed Vireo",2014,-0.0225
"Blue-headed Vireo",2015,-0.0134
"Blue-headed Vireo",2016,0.0215
"Blue-headed Vireo",2017,0.0622
"Blue-headed Vireo",2018,-0.059
"Blue-headed Vireo",2019,0.0187
"Blue-headed Vireo",2020,0.0341
"Blue-headed Vireo",2021,-0.0492
"Blue-headed Vireo",2022,0.0251
"Blue-headed Vireo",2023,0.0907
"Blue-headed Vireo",2024,-0.1284
"Brown Creeper",2000,-0.4
"Brown Creeper",2001,0.0454
"Brown Creeper",2002,0.0748
"Brown Creeper",2003,-0.0388000000000001
"Brown Creeper",2004,0.0175
"Brown Creeper",2005,0.0126
"Brown Creeper",2006,-0.0414
"Brown Creeper",2007,-0.152
"Brown Creeper",2008,0.1023
"Brown Creeper",2009,0.1054
"Brown Creeper",2010,-0.0832
"Brown Creeper",2011,0.132
"Brown Creeper",2012,0.0111000000000001
"Brown Creeper",2013,-0.0151
"Brown Creeper",2014,-0.092
"Brown Creeper",2015,0.0387999999999999
"Brown Creeper",2016,0.0686
"Brown Creeper",2017,0.0129
"Brown Creeper",2018,-0.0444
"Brown Creeper",2019,-0.1122
"Brown Creeper",2020,0.1342
"Brown Creeper",2021,0.00419999999999993
"Brown Creeper",2022,0.0508000000000001
"Brown Creeper",2023,-0.1646
"Brown Creeper",2024,0.2293
"Brown Thrasher",2000,0.00530000000000008
"Brown Thrasher",2001,-0.0184
"Brown Thrasher",2002,0.1116
"Brown Thrasher",2003,0.00479999999999997
"Brown Thrasher",2004,0.2989
"Brown Thrasher",2005,-0.1583
"Brown Thrasher",2006,-0.0437000000000001
"Brown Thrasher",2007,-0.0591999999999999
"Brown Thrasher",2008,-0.0362000000000001
"Brown Thrasher",2009,0.2163
"Brown Thrasher",2010,0.0315000000000001
"Brown Thrasher",2011,-0.0647000000000001
"Brown Thrasher",2012,-0.0599000000000001
"Brown Thrasher",2013,0.263
"Brown Thrasher",2014,-0.1675
"Brown Thrasher",2015,-0.2446
"Brown Thrasher",2016,0.087
"Brown Thrasher",2017,0.2295
"Brown Thrasher",2018,-0.0852
"Brown Thrasher",2019,0.0239
"Brown Thrasher",2020,0.0249
"Brown Thrasher",2021,0.1619
"Brown Thrasher",2022,-0.1648
"Brown Thrasher",2023,-0.0972999999999999
"Brown Thrasher",2024,0.2216
"Brown-headed Cowbird",2000,-0.00120000000000003
"Brown-headed Cowbird",2001,1.8726
"Brown-headed Cowbird",2002,-1.5902
"Brown-headed Cowbird",2003,-0.3589
"Brown-headed Cowbird",2004,-0.1086
"Brown-headed Cowbird",2005,2.0715
"Brown-headed Cowbird",2006,-2.0622
"Brown-headed Cowbird",2007,0.1079
"Brown-headed Cowbird",2008,-0.1722
"Brown-headed Cowbird",2009,0.9829
"Brown-headed Cowbird",2010,-0.0176000000000001
"Brown-headed Cowbird",2011,-0.8676
"Brown-headed Cowbird",2012,0.5205
"Brown-headed Cowbird",2013,-0.4749
"Brown-headed Cowbird",2014,0.185
"Brown-headed Cowbird",2015,0.0935
"Brown-headed Cowbird",2016,-0.2773
"Brown-headed Cowbird",2017,12.0738
"Brown-headed Cowbird",2018,-10.852
"Brown-headed Cowbird",2019,-0.9957
"Brown-headed Cowbird",2020,-0.2264
"Brown-headed Cowbird",2021,2.0534
"Brown-headed Cowbird",2022,-2.058
"Brown-headed Cowbird",2023,0.0357
"Brown-headed Cowbird",2024,1.1815
"Brown-headed Nuthatch",2000,-0.1042
"Brown-headed Nuthatch",2001,0.5587
"Brown-headed Nuthatch",2002,0.4275
"Brown-headed Nuthatch",2003,-1.0998
"Brown-headed Nuthatch",2004,0.7592
"Brown-headed Nuthatch",2005,-0.3135
"Brown-headed Nuthatch",2006,1.4136
"Brown-headed Nuthatch",2007,-1.8322
"Brown-headed Nuthatch",2008,1.123
"Brown-headed Nuthatch",2009,0.4105
"Brown-headed Nuthatch",2010,-0.571
"Brown-headed Nuthatch",2011,1.009
"Brown-headed Nuthatch",2012,-0.5106
"Brown-headed Nuthatch",2013,-0.4343
"Brown-headed Nuthatch",2014,0.6139
"Brown-headed Nuthatch",2015,-0.7216
"Brown-headed Nuthatch",2016,-0.198
"Brown-headed Nuthatch",2017,0.0442999999999998
"Brown-headed Nuthatch",2018,0.5447
"Brown-headed Nuthatch",2019,-0.1283
"Brown-headed Nuthatch",2020,0.3906
"Brown-headed Nuthatch",2021,-0.191
"Brown-headed Nuthatch",2022,0.9386
"Brown-headed Nuthatch",2023,-0.2896
"Brown-headed Nuthatch",2024,-0.6378
"Carolina Chickadee",2000,-0.225399999999999
"Carolina Chickadee",2001,-0.553700000000003
"Carolina Chickadee",2002,0.603400000000001
"Carolina Chickadee",2003,-1.1097
"Carolina Chickadee",2004,0.815199999999999
"Carolina Chickadee",2005,1.4723
"Carolina Chickadee",2006,-0.811299999999999
"Carolina Chickadee",2007,-1.7511
"Carolina Chickadee",2008,2.2709
"Carolina Chickadee",2009,-2.0586
"Carolina Chickadee",2010,-0.0758000000000001
"Carolina Chickadee",2011,3.8266
"Carolina Chickadee",2012,-2.1543
"Carolina Chickadee",2013,0.963800000000001
"Carolina Chickadee",2014,-0.167400000000001
"Carolina Chickadee",2015,-1.3666
"Carolina Chickadee",2016,0.4436
"Carolina Chickadee",2017,-1.6921
"Carolina Chickadee",2018,0.922700000000001
"Carolina Chickadee",2019,-0.448700000000001
"Carolina Chickadee",2020,0.435799999999999
"Carolina Chickadee",2021,1.5216
"Carolina Chickadee",2022,-2.0905
"Carolina Chickadee",2023,0.516999999999999
"Carolina Chickadee",2024,-1.0149
"Carolina Wren",2000,-3.6011
"Carolina Wren",2001,1.4427
"Carolina Wren",2002,1.4266
"Carolina Wren",2003,-1.0814
"Carolina Wren",2004,3.0252
"Carolina Wren",2005,-0.429
"Carolina Wren",2006,0.477099999999998
"Carolina Wren",2007,-3.2174
"Carolina Wren",2008,1.1599
"Carolina Wren",2009,0.6446
"Carolina Wren",2010,-0.9407
"Carolina Wren",2011,0.8261
"Carolina Wren",2012,0.2645
"Carolina Wren",2013,2.0754
"Carolina Wren",2014,-1.5079
"Carolina Wren",2015,-0.8683
"Carolina Wren",2016,-0.6981
"Carolina Wren",2017,0.1081
"Carolina Wren",2018,0.838
"Carolina Wren",2019,0.7997
"Carolina Wren",2020,0.4979
"Carolina Wren",2021,-1.8707
"Carolina Wren",2022,0.735
"Carolina Wren",2023,0.1675
"Carolina Wren",2024,-1.6214
"Cedar Waxwing",2000,-4.6775
"Cedar Waxwing",2001,-12.6548
"Cedar Waxwing",2002,1.4113
"Cedar Waxwing",2003,8.6829
"Cedar Waxwing",2004,-10.8549
"Cedar Waxwing",2005,20.8291
"Cedar Waxwing",2006,-19.7364
"Cedar Waxwing",2007,3.0033
"Cedar Waxwing",2008,12.5575
"Cedar Waxwing",2009,-12.4927
"Cedar Waxwing",2010,7.5424
"Cedar Waxwing",2011,-10.4592
"Cedar Waxwing",2012,3.1596
"Cedar Waxwing",2013,6.8117
"Cedar Waxwing",2014,-7.6639
"Cedar Waxwing",2015,14.4015
"Cedar Waxwing",2016,-19.8007
"Cedar Waxwing",2017,9.7543
"Cedar Waxwing",2018,-6.7754
"Cedar Waxwing",2019,-1.7405
"Cedar Waxwing",2020,3.1792
"Cedar Waxwing",2021,2.8596
"Cedar Waxwing",2022,-3.8842
"Cedar Waxwing",2023,25.3844
"Cedar Waxwing",2024,-30.0423
"Chipping Sparrow",2000,-0.6144
"Chipping Sparrow",2001,1.9567
"Chipping Sparrow",2002,0.3246
"Chipping Sparrow",2003,1.4524
"Chipping Sparrow",2004,2.9478
"Chipping Sparrow",2005,-1.3384
"Chipping Sparrow",2006,-0.395499999999999
"Chipping Sparrow",2007,-4.2614
"Chipping Sparrow",2008,7.3303
"Chipping Sparrow",2009,-2.6292
"Chipping Sparrow",2010,0.0407000000000002
"Chipping Sparrow",2011,4.569
"Chipping Sparrow",2012,-0.557499999999999
"Chipping Sparrow",2013,1.1978
"Chipping Sparrow",2014,-3.2155
"Chipping Sparrow",2015,1.8935
"Chipping Sparrow",2016,-1.4208
"Chipping Sparrow",2017,-2.3142
"Chipping Sparrow",2018,3.4656
"Chipping Sparrow",2019,0.757900000000001
"Chipping Sparrow",2020,3.5472
"Chipping Sparrow",2021,-4.0862
"Chipping Sparrow",2022,-0.146999999999998
"Chipping Sparrow",2023,-1.4606
"Chipping Sparrow",2024,1.6227
"Common Grackle",2000,-2.5298
"Common Grackle",2001,-1.0888
"Common Grackle",2002,-10.8826
"Common Grackle",2003,-3.0645
"Common Grackle",2004,-0.266
"Common Grackle",2005,4.7533
"Common Grackle",2006,14.6632
"Common Grackle",2007,57.3432
"Common Grackle",2008,-75.8667
"Common Grackle",2009,0.9146
"Common Grackle",2010,52.2407
"Common Grackle",2011,-43.0151
"Common Grackle",2012,-10.4993
"Common Grackle",2013,16.6044
"Common Grackle",2014,-6.8414
"Common Grackle",2015,-6.9264
"Common Grackle",2016,-3.1074
"Common Grackle",2017,24.2914
"Common Grackle",2018,0.996500000000001
"Common Grackle",2019,21.4462
"Common Grackle",2020,-42.7144
"Common Grackle",2021,-0.7546
"Common Grackle",2022,89.3798
"Common Grackle",2023,-91.2228
"Common Grackle",2024,-1.4895
"Common Merganser",2000,-0.0019
"Common Merganser",2001,0.0015
"Common Merganser",2002,-0.0148
"Common Merganser",2003,0
"Common Merganser",2004,0
"Common Merganser",2005,0.0112
"Common Merganser",2006,-0.0112
"Common Merganser",2007,0
"Common Merganser",2008,0
"Common Merganser",2009,0
"Common Merganser",2010,0
"Common Merganser",2011,0
"Common Merganser",2012,0
"Common Merganser",2013,0
"Common Merganser",2014,0
"Common Merganser",2015,0
"Common Merganser",2016,0
"Common Merganser",2017,0
"Common Merganser",2018,0
"Common Merganser",2019,0
"Common Merganser",2020,0
"Common Merganser",2021,0
"Common Merganser",2022,0.0078
"Common Merganser",2023,-0.0078
"Common Merganser",2024,0
"Common Raven",2000,0
"Common Raven",2001,0
"Common Raven",2002,0
"Common Raven",2003,0
"Common Raven",2004,0
"Common Raven",2005,0
"Common Raven",2006,0.0297
"Common Raven",2007,-0.008
"Common Raven",2008,-0.0217
"Common Raven",2009,0
"Common Raven",2010,0.0301
"Common Raven",2011,-0.0073
"Common Raven",2012,-0.0228
"Common Raven",2013,0.0148
"Common Raven",2014,-0.003
"Common Raven",2015,0.0193
"Common Raven",2016,0.0051
"Common Raven",2017,-0.019
"Common Raven",2018,0.0177
"Common Raven",2019,-0.0156
"Common Raven",2020,0.0129
"Common Raven",2021,-0.0181
"Common Raven",2022,-0.0141
"Common Raven",2023,0.0294
"Common Raven",2024,-0.0063
"Common Yellowthroat",2000,0.0506
"Common Yellowthroat",2001,0.0314
"Common Yellowthroat",2002,-0.056
"Common Yellowthroat",2003,0.0221
"Common Yellowthroat",2004,-0.0103
"Common Yellowthroat",2005,-0.0378
"Common Yellowthroat",2006,0.0506
"Common Yellowthroat",2007,-0.0506
"Common Yellowthroat",2008,0.0089
"Common Yellowthroat",2009,0.0111
"Common Yellowthroat",2010,-0.0103
"Common Yellowthroat",2011,-0.0021
"Common Yellowthroat",2012,0.0278
"Common Yellowthroat",2013,-0.0218
"Common Yellowthroat",2014,-0.0136
"Common Yellowthroat",2015,0.0117
"Common Yellowthroat",2016,-0.005
"Common Yellowthroat",2017,0.0019
"Common Yellowthroat",2018,0.0204
"Common Yellowthroat",2019,0.003
"Common Yellowthroat",2020,0.025
"Common Yellowthroat",2021,-0.0361
"Common Yellowthroat",2022,-0.0209
"Common Yellowthroat",2023,0.016
"Common Yellowthroat",2024,-0.008
"Dark-eyed Junco",2000,-13.9092
"Dark-eyed Junco",2001,7.5858
"Dark-eyed Junco",2002,-3.6698
"Dark-eyed Junco",2003,3.3372
"Dark-eyed Junco",2004,12.5119
"Dark-eyed Junco",2005,-5.8494
"Dark-eyed Junco",2006,4.077
"Dark-eyed Junco",2007,-7.9663
"Dark-eyed Junco",2008,-5.1528
"Dark-eyed Junco",2009,2.5695
"Dark-eyed Junco",2010,9.1167
"Dark-eyed Junco",2011,-16.2427
"Dark-eyed Junco",2012,0.410400000000003
"Dark-eyed Junco",2013,-0.256100000000004
"Dark-eyed Junco",2014,1.2664
"Dark-eyed Junco",2015,-1.8629
"Dark-eyed Junco",2016,-0.2182
"Dark-eyed Junco",2017,2.2585
"Dark-eyed Junco",2018,-10.3037
"Dark-eyed Junco",2019,-0.6275
"Dark-eyed Junco",2020,8.5081
"Dark-eyed Junco",2021,-6.6593
"Dark-eyed Junco",2022,12.712
"Dark-eyed Junco",2023,-3.768
"Dark-eyed Junco",2024,-2.5044
"Downy Woodpecker",2000,-0.0520999999999998
"Downy Woodpecker",2001,0.1678
"Downy Woodpecker",2002,-0.422699999999999
"Downy Woodpecker",2003,-0.3377
"Downy Woodpecker",2004,0.4593
"Downy Woodpecker",2005,0.145999999999999
"Downy Woodpecker",2006,0.2794
"Downy Woodpecker",2007,-1.0276
"Downy Woodpecker",2008,0.3168
"Downy Woodpecker",2009,0.0906
"Downy Woodpecker",2010,0.287
"Downy Woodpecker",2011,-0.3174
"Downy Woodpecker",2012,0.3381
"Downy Woodpecker",2013,0.5613
"Downy Woodpecker",2014,-0.3073
"Downy Woodpecker",2015,-0.1155
"Downy Woodpecker",2016,-0.3367
"Downy Woodpecker",2017,0.1649
"Downy Woodpecker",2018,0.2711
"Downy Woodpecker",2019,0.3027
"Downy Woodpecker",2020,-0.3157
"Downy Woodpecker",2021,0.359999999999999
"Downy Woodpecker",2022,0.2278
"Downy Woodpecker",2023,-0.2887
"Downy Woodpecker",2024,-0.0339999999999998
"Eastern Bluebird",2000,-1.0386
"Eastern Bluebird",2001,0.537999999999999
"Eastern Bluebird",2002,-0.845699999999999
"Eastern Bluebird",2003,-1.5173
"Eastern Bluebird",2004,0.8069
"Eastern Bluebird",2005,1.1291
"Eastern Bluebird",2006,0.9722
"Eastern Bluebird",2007,-0.948599999999999
"Eastern Bluebird",2008,0.602699999999999
"Eastern Bluebird",2009,-0.3737
"Eastern Bluebird",2010,1.1099
"Eastern Bluebird",2011,-0.289800000000001
"Eastern Bluebird",2012,-0.306699999999999
"Eastern Bluebird",2013,-1.0744
"Eastern Bluebird",2014,1.1356
"Eastern Bluebird",2015,-2.4306
"Eastern Bluebird",2016,-0.290399999999999
"Eastern Bluebird",2017,3.897
"Eastern Bluebird",2018,-3.0613
"Eastern Bluebird",2019,1.6786
"Eastern Bluebird",2020,0.0285000000000011
"Eastern Bluebird",2021,2.8508
"Eastern Bluebird",2022,-1.3566
"Eastern Bluebird",2023,-3.266
"Eastern Bluebird",2024,-0.136899999999999
"Eastern Meadowlark",2000,0.8285
"Eastern Meadowlark",2001,-0.7024
"Eastern Meadowlark",2002,-0.3254
"Eastern Meadowlark",2003,0.4821
"Eastern Meadowlark",2004,-0.3737
"Eastern Meadowlark",2005,-0.3428
"Eastern Meadowlark",2006,0.2453
"Eastern Meadowlark",2007,-0.144
"Eastern Meadowlark",2008,0.5268
"Eastern Meadowlark",2009,-0.0507
"Eastern Meadowlark",2010,0.0988000000000002
"Eastern Meadowlark",2011,-0.5355
"Eastern Meadowlark",2012,0.2038
"Eastern Meadowlark",2013,-0.4103
"Eastern Meadowlark",2014,0.0105
"Eastern Meadowlark",2015,-0.1789
"Eastern Meadowlark",2016,0.6132
"Eastern Meadowlark",2017,0.1209
"Eastern Meadowlark",2018,-0.2277
"Eastern Meadowlark",2019,-0.2266
"Eastern Meadowlark",2020,-0.3205
"Eastern Meadowlark",2021,0.8593
"Eastern Meadowlark",2022,-0.8103
"Eastern Meadowlark",2023,0.7832
"Eastern Meadowlark",2024,-0.1256
"Eastern Phoebe",2000,-0.2192
"Eastern Phoebe",2001,0.1951
"Eastern Phoebe",2002,0.2891
"Eastern Phoebe",2003,-0.7124
"Eastern Phoebe",2004,0.3745
"Eastern Phoebe",2005,0.683
"Eastern Phoebe",2006,-0.7508
"Eastern Phoebe",2007,-0.303
"Eastern Phoebe",2008,0.5374
"Eastern Phoebe",2009,0.0943
"Eastern Phoebe",2010,-0.3499
"Eastern Phoebe",2011,0.1002
"Eastern Phoebe",2012,0.3722
"Eastern Phoebe",2013,0.1186
"Eastern Phoebe",2014,-0.1106
"Eastern Phoebe",2015,-0.5191
"Eastern Phoebe",2016,-0.1019
"Eastern Phoebe",2017,0.6283
"Eastern Phoebe",2018,-0.3448
"Eastern Phoebe",2019,0.3688
"Eastern Phoebe",2020,-0.3222
"Eastern Phoebe",2021,0.1717
"Eastern Phoebe",2022,0.0396000000000001
"Eastern Phoebe",2023,0.0651999999999999
"Eastern Phoebe",2024,0.269
"Eastern Towhee",2000,0.3529
"Eastern Towhee",2001,0.4149
"Eastern Towhee",2002,-0.1788
"Eastern Towhee",2003,0.2576
"Eastern Towhee",2004,0.3264
"Eastern Towhee",2005,1.3477
"Eastern Towhee",2006,-0.9638
"Eastern Towhee",2007,-0.375
"Eastern Towhee",2008,-0.6513
"Eastern Towhee",2009,1.033
"Eastern Towhee",2010,-0.9313
"Eastern Towhee",2011,1.3323
"Eastern Towhee",2012,-0.531899999999998
"Eastern Towhee",2013,0.462499999999999
"Eastern Towhee",2014,-0.412199999999999
"Eastern Towhee",2015,-0.439700000000001
"Eastern Towhee",2016,-0.2669
"Eastern Towhee",2017,0.836299999999999
"Eastern Towhee",2018,-0.100699999999999
"Eastern Towhee",2019,-0.432100000000001
"Eastern Towhee",2020,-0.301699999999999
"Eastern Towhee",2021,0.7756
"Eastern Towhee",2022,-0.1011
"Eastern Towhee",2023,-0.5998
"Eastern Towhee",2024,-0.6318
"European Starling",2000,-7.4138
"European Starling",2001,-2.0503
"European Starling",2002,-6.6845
"European Starling",2003,-0.998799999999999
"European Starling",2004,3.6136
"European Starling",2005,-0.6545
"European Starling",2006,-3.0876
"European Starling",2007,4.3497
"European Starling",2008,-0.718999999999999
"European Starling",2009,-4.9153
"European Starling",2010,3.2447
"European Starling",2011,-1.6799
"European Starling",2012,1.6434
"European Starling",2013,-1.468
"European Starling",2014,3.2794
"European Starling",2015,-5.8508
"European Starling",2016,0.7471
"European Starling",2017,1.2741
"European Starling",2018,-0.426200000000001
"European Starling",2019,-0.0646000000000004
"European Starling",2020,1.6773
"European Starling",2021,-0.892099999999999
"European Starling",2022,-2.4223
"European Starling",2023,0.843799999999999
"European Starling",2024,-3.7167
"Field Sparrow",2000,-0.8985
"Field Sparrow",2001,0.9598
"Field Sparrow",2002,-0.0451000000000001
"Field Sparrow",2003,-0.9799
"Field Sparrow",2004,0.9148
"Field Sparrow",2005,0.7559
"Field Sparrow",2006,-0.9408
"Field Sparrow",2007,-0.8529
"Field Sparrow",2008,3.0395
"Field Sparrow",2009,-2.472
"Field Sparrow",2010,0.7479
"Field Sparrow",2011,-0.6677
"Field Sparrow",2012,1.0425
"Field Sparrow",2013,-1.4943
"Field Sparrow",2014,1.6519
"Field Sparrow",2015,-1.2821
"Field Sparrow",2016,-0.325
"Field Sparrow",2017,-0.3831
"Field Sparrow",2018,-0.3253
"Field Sparrow",2019,1.33
"Field Sparrow",2020,-0.6973
"Field Sparrow",2021,0.4
"Field Sparrow",2022,-0.6007
"Field Sparrow",2023,-0.2504
"Field Sparrow",2024,0.0878000000000001
