"common_name","year","yoy_change"
"Blue-gray Gnatcatcher",2000,-7
"Blue-gray Gnatcatcher",2001,9
"Blue-gray Gnatcatcher",2002,-70
"Blue-gray Gnatcatcher",2003,40
"Blue-gray Gnatcatcher",2004,80
"Blue-gray Gnatcatcher",2005,-82
"Blue-gray Gnatcatcher",2006,-7
"Blue-gray Gnatcatcher",2007,22
"Blue-gray Gnatcatcher",2008,36
"Blue-gray Gnatcatcher",2009,13
"Blue-gray Gnatcatcher",2010,-65
"Blue-gray Gnatcatcher",2011,-2
"Blue-gray Gnatcatcher",2012,-46
"Blue-gray Gnatcatcher",2013,42
"Blue-gray Gnatcatcher",2014,49
"Blue-gray Gnatcatcher",2015,-10
"Blue-gray Gnatcatcher",2016,-50
"Blue-gray Gnatcatcher",2017,40
"Blue-gray Gnatcatcher",2018,15
"Blue-gray Gnatcatcher",2019,15
"Blue-gray Gnatcatcher",2020,34
"Blue-gray Gnatcatcher",2021,-99
"Blue-gray Gnatcatcher",2022,65
"Blue-gray Gnatcatcher",2023,-16
"Blue-gray Gnatcatcher",2024,37
"Blue-gray Gnatcatcher",2025,40
"Brown Thrasher",2000,12
"Brown Thrasher",2001,-20
"Brown Thrasher",2002,17
"Brown Thrasher",2003,-21
"Brown Thrasher",2004,27
"Brown Thrasher",2005,-8
"Brown Thrasher",2006,-6
"Brown Thrasher",2007,-2
"Brown Thrasher",2008,-5
"Brown Thrasher",2009,14
"Brown Thrasher",2010,-1
"Brown Thrasher",2011,0
"Brown Thrasher",2012,24
"Brown Thrasher",2013,-2
"Brown Thrasher",2014,-20
"Brown Thrasher",2015,11
"Brown Thrasher",2016,-16
"Brown Thrasher",2017,3
"Brown Thrasher",2018,2
"Brown Thrasher",2019,-14
"Brown Thrasher",2020,12
"Brown Thrasher",2021,-19
"Brown Thrasher",2022,25
"Brown Thrasher",2023,-24
"Brown Thrasher",2024,13
"Brown Thrasher",2025,2
"Brown-headed Cowbird",2000,-10
"Brown-headed Cowbird",2001,27
"Brown-headed Cowbird",2002,6
"Brown-headed Cowbird",2003,-45
"Brown-headed Cowbird",2004,12
"Brown-headed Cowbird",2005,44
"Brown-headed Cowbird",2006,4
"Brown-headed Cowbird",2007,-53
"Brown-headed Cowbird",2008,20
"Brown-headed Cowbird",2009,-1
"Brown-headed Cowbird",2010,26
"Brown-headed Cowbird",2011,-13
"Brown-headed Cowbird",2012,-15
"Brown-headed Cowbird",2013,15
"Brown-headed Cowbird",2014,16
"Brown-headed Cowbird",2015,-13
"Brown-headed Cowbird",2016,-24
"Brown-headed Cowbird",2017,-13
"Brown-headed Cowbird",2018,16
"Brown-headed Cowbird",2019,-8
"Brown-headed Cowbird",2020,43
"Brown-headed Cowbird",2021,0
"Brown-headed Cowbird",2022,5
"Brown-headed Cowbird",2023,-12
"Brown-headed Cowbird",2024,-11
"Brown-headed Cowbird",2025,18
"Brown-headed Nuthatch",2000,-1
"Brown-headed Nuthatch",2001,18
"Brown-headed Nuthatch",2002,10
"Brown-headed Nuthatch",2003,-32
"Brown-headed Nuthatch",2004,11
"Brown-headed Nuthatch",2005,0
"Brown-headed Nuthatch",2006,-7
"Brown-headed Nuthatch",2007,9
"Brown-headed Nuthatch",2008,-8
"Brown-headed Nuthatch",2009,-6
"Brown-headed Nuthatch",2010,16
"Brown-headed Nuthatch",2011,3
"Brown-headed Nuthatch",2012,2
"Brown-headed Nuthatch",2013,-12
"Brown-headed Nuthatch",2014,-5
"Brown-headed Nuthatch",2015,0
"Brown-headed Nuthatch",2016,14
"Brown-headed Nuthatch",2017,-8
"Brown-headed Nuthatch",2018,-2
"Brown-headed Nuthatch",2019,-6
"Brown-headed Nuthatch",2020,31
"Brown-headed Nuthatch",2021,-14
"Brown-headed Nuthatch",2022,11
"Brown-headed Nuthatch",2023,-1
"Brown-headed Nuthatch",2024,1
"Brown-headed Nuthatch",2025,26
"Carolina Chickadee",2000,-17
"Carolina Chickadee",2001,10
"Carolina Chickadee",2002,-12
"Carolina Chickadee",2003,-36
"Carolina Chickadee",2004,-11
"Carolina Chickadee",2005,-1
"Carolina Chickadee",2006,10
"Carolina Chickadee",2007,-14
"Carolina Chickadee",2008,63
"Carolina Chickadee",2009,-42
"Carolina Chickadee",2010,48
"Carolina Chickadee",2011,27
"Carolina Chickadee",2012,-22
"Carolina Chickadee",2013,-10
"Carolina Chickadee",2014,-49
"Carolina Chickadee",2015,29
"Carolina Chickadee",2016,-47
"Carolina Chickadee",2017,4
"Carolina Chickadee",2018,11
"Carolina Chickadee",2019,22
"Carolina Chickadee",2020,19
"Carolina Chickadee",2021,29
"Carolina Chickadee",2022,-18
"Carolina Chickadee",2023,-17
"Carolina Chickadee",2024,-28
"Carolina Chickadee",2025,91
"Carolina Wren",2000,-137
"Carolina Wren",2001,97
"Carolina Wren",2002,-42
"Carolina Wren",2003,39
"Carolina Wren",2004,75
"Carolina Wren",2005,16
"Carolina Wren",2006,140
"Carolina Wren",2007,-78
"Carolina Wren",2008,-145
"Carolina Wren",2009,134
"Carolina Wren",2010,38
"Carolina Wren",2011,-95
"Carolina Wren",2012,-7
"Carolina Wren",2013,36
"Carolina Wren",2014,10
"Carolina Wren",2015,-97
"Carolina Wren",2016,-6
"Carolina Wren",2017,1
"Carolina Wren",2018,28
"Carolina Wren",2019,53
"Carolina Wren",2020,-30
"Carolina Wren",2021,127
"Carolina Wren",2022,-55
"Carolina Wren",2023,-49
"Carolina Wren",2024,52
"Carolina Wren",2025,-35
"Chimney Swift",2000,-19
"Chimney Swift",2001,18
"Chimney Swift",2002,71
"Chimney Swift",2003,-59
"Chimney Swift",2004,-12
"Chimney Swift",2005,1
"Chimney Swift",2006,-102
"Chimney Swift",2007,14
"Chimney Swift",2008,3
"Chimney Swift",2009,24
"Chimney Swift",2010,4
"Chimney Swift",2011,38
"Chimney Swift",2012,-44
"Chimney Swift",2013,4
"Chimney Swift",2014,-20
"Chimney Swift",2015,22
"Chimney Swift",2016,-30
"Chimney Swift",2017,-8
"Chimney Swift",2018,4
"Chimney Swift",2019,13
"Chimney Swift",2020,-18
"Chimney Swift",2021,-11
"Chimney Swift",2022,10
"Chimney Swift",2023,-9
"Chimney Swift",2024,1
"Chimney Swift",2025,13
"Chipping Sparrow",2000,-42
"Chipping Sparrow",2001,59
"Chipping Sparrow",2002,-7
"Chipping Sparrow",2003,-4
"Chipping Sparrow",2004,-8
"Chipping Sparrow",2005,34
"Chipping Sparrow",2006,-42
"Chipping Sparrow",2007,43
"Chipping Sparrow",2008,20
"Chipping Sparrow",2009,-9
"Chipping Sparrow",2010,-4
"Chipping Sparrow",2011,23
"Chipping Sparrow",2012,7
"Chipping Sparrow",2013,21
"Chipping Sparrow",2014,-44
"Chipping Sparrow",2015,22
"Chipping Sparrow",2016,-20
"Chipping Sparrow",2017,14
"Chipping Sparrow",2018,-31
"Chipping Sparrow",2019,24
"Chipping Sparrow",2020,0
"Chipping Sparrow",2021,55
"Chipping Sparrow",2022,0
"Chipping Sparrow",2023,34
"Chipping Sparrow",2024,-71
"Chipping Sparrow",2025,127
"Common Grackle",2000,-152
"Common Grackle",2001,-13
"Common Grackle",2002,50
"Common Grackle",2003,-60
"Common Grackle",2004,-64
"Common Grackle",2005,69
"Common Grackle",2006,-23
"Common Grackle",2007,-24
"Common Grackle",2008,59
"Common Grackle",2009,-3
"Common Grackle",2010,83
"Common Grackle",2011,-46
"Common Grackle",2012,-45
"Common Grackle",2013,-139
"Common Grackle",2014,12
"Common Grackle",2015,3
"Common Grackle",2016,-72
"Common Grackle",2017,21
"Common Grackle",2018,-39
"Common Grackle",2019,54
"Common Grackle",2020,-37
"Common Grackle",2021,-31
"Common Grackle",2022,-3
"Common Grackle",2023,-19
"Common Grackle",2024,24
"Common Grackle",2025,75
"Common Yellowthroat",2000,-20
"Common Yellowthroat",2001,7
"Common Yellowthroat",2002,18
"Common Yellowthroat",2003,3
"Common Yellowthroat",2004,10
"Common Yellowthroat",2005,-12
"Common Yellowthroat",2006,-14
"Common Yellowthroat",2007,12
"Common Yellowthroat",2008,-4
"Common Yellowthroat",2009,-9
"Common Yellowthroat",2010,-20
"Common Yellowthroat",2011,7
"Common Yellowthroat",2012,-2
"Common Yellowthroat",2013,-14
"Common Yellowthroat",2014,16
"Common Yellowthroat",2015,3
"Common Yellowthroat",2016,-7
"Common Yellowthroat",2017,-3
"Common Yellowthroat",2018,-7
"Common Yellowthroat",2019,18
"Common Yellowthroat",2020,-8
"Common Yellowthroat",2021,3
"Common Yellowthroat",2022,-10
"Common Yellowthroat",2023,7
"Common Yellowthroat",2024,-3
"Common Yellowthroat",2025,0
"Downy Woodpecker",2000,11
"Downy Woodpecker",2001,0
"Downy Woodpecker",2002,-16
"Downy Woodpecker",2003,-13
"Downy Woodpecker",2004,4
"Downy Woodpecker",2005,-17
"Downy Woodpecker",2006,40
"Downy Woodpecker",2007,-19
"Downy Woodpecker",2008,6
"Downy Woodpecker",2009,-23
"Downy Woodpecker",2010,22
"Downy Woodpecker",2011,8
"Downy Woodpecker",2012,14
"Downy Woodpecker",2013,-20
"Downy Woodpecker",2014,1
"Downy Woodpecker",2015,0
"Downy Woodpecker",2016,-11
"Downy Woodpecker",2017,-6
"Downy Woodpecker",2018,-4
"Downy Woodpecker",2019,17
"Downy Woodpecker",2020,-1
"Downy Woodpecker",2021,4
"Downy Woodpecker",2022,12
"Downy Woodpecker",2023,5
"Downy Woodpecker",2024,29
"Downy Woodpecker",2025,-17
"Eastern Bluebird",2000,8
"Eastern Bluebird",2001,28
"Eastern Bluebird",2002,-40
"Eastern Bluebird",2003,-44
"Eastern Bluebird",2004,21
"Eastern Bluebird",2005,32
"Eastern Bluebird",2006,19
"Eastern Bluebird",2007,3
"Eastern Bluebird",2008,-31
"Eastern Bluebird",2009,80
"Eastern Bluebird",2010,-23
"Eastern Bluebird",2011,-38
"Eastern Bluebird",2012,30
"Eastern Bluebird",2013,10
"Eastern Bluebird",2014,-42
"Eastern Bluebird",2015,-65
"Eastern Bluebird",2016,55
"Eastern Bluebird",2017,-49
"Eastern Bluebird",2018,23
"Eastern Bluebird",2019,4
"Eastern Bluebird",2020,50
"Eastern Bluebird",2021,3
"Eastern Bluebird",2022,16
"Eastern Bluebird",2023,-11
"Eastern Bluebird",2024,-2
"Eastern Bluebird",2025,-88
"Eastern Meadowlark",2000,-59
"Eastern Meadowlark",2001,29
"Eastern Meadowlark",2002,-36
"Eastern Meadowlark",2003,10
"Eastern Meadowlark",2004,3
"Eastern Meadowlark",2005,5
"Eastern Meadowlark",2006,8
"Eastern Meadowlark",2007,-22
"Eastern Meadowlark",2008,34
"Eastern Meadowlark",2009,-26
"Eastern Meadowlark",2010,44
"Eastern Meadowlark",2011,-38
"Eastern Meadowlark",2012,-2
"Eastern Meadowlark",2013,10
"Eastern Meadowlark",2014,-15
"Eastern Meadowlark",2015,-18
"Eastern Meadowlark",2016,2
"Eastern Meadowlark",2017,-5
"Eastern Meadowlark",2018,1
"Eastern Meadowlark",2019,-6
"Eastern Meadowlark",2020,-6
"Eastern Meadowlark",2021,16
"Eastern Meadowlark",2022,-14
"Eastern Meadowlark",2023,4
"Eastern Meadowlark",2024,8
"Eastern Meadowlark",2025,-23
"Eastern Phoebe",2000,-30
"Eastern Phoebe",2001,15
"Eastern Phoebe",2002,-8
"Eastern Phoebe",2003,-3
"Eastern Phoebe",2004,-3
"Eastern Phoebe",2005,10
"Eastern Phoebe",2006,15
"Eastern Phoebe",2007,-3
"Eastern Phoebe",2008,9
"Eastern Phoebe",2009,-8
"Eastern Phoebe",2010,32
"Eastern Phoebe",2011,-26
"Eastern Phoebe",2012,12
"Eastern Phoebe",2013,12
"Eastern Phoebe",2014,-10
"Eastern Phoebe",2015,-47
"Eastern Phoebe",2016,6
"Eastern Phoebe",2017,19
"Eastern Phoebe",2018,-19
"Eastern Phoebe",2019,1
"Eastern Phoebe",2020,24
"Eastern Phoebe",2021,7
"Eastern Phoebe",2022,-13
"Eastern Phoebe",2023,13
"Eastern Phoebe",2024,14
"Eastern Phoebe",2025,-14
"Eastern Towhee",2000,-42
"Eastern Towhee",2001,13
"Eastern Towhee",2002,36
"Eastern Towhee",2003,-22
"Eastern Towhee",2004,25
"Eastern Towhee",2005,-7
"Eastern Towhee",2006,63
"Eastern Towhee",2007,-47
"Eastern Towhee",2008,17
"Eastern Towhee",2009,-54
"Eastern Towhee",2010,8
"Eastern Towhee",2011,-35
"Eastern Towhee",2012,19
"Eastern Towhee",2013,-46
"Eastern Towhee",2014,47
"Eastern Towhee",2015,-23
"Eastern Towhee",2016,-37
"Eastern Towhee",2017,-10
"Eastern Towhee",2018,-15
"Eastern Towhee",2019,-8
"Eastern Towhee",2020,-5
"Eastern Towhee",2021,-15
"Eastern Towhee",2022,4
"Eastern Towhee",2023,-12
"Eastern Towhee",2024,-12
"Eastern Towhee",2025,4
"Eastern Wood-Pewee",2000,-5
"Eastern Wood-Pewee",2001,6
"Eastern Wood-Pewee",2002,2
"Eastern Wood-Pewee",2003,-3
"Eastern Wood-Pewee",2004,-21
"Eastern Wood-Pewee",2005,7
"Eastern Wood-Pewee",2006,-19
"Eastern Wood-Pewee",2007,14
"Eastern Wood-Pewee",2008,11
"Eastern Wood-Pewee",2009,-18
"Eastern Wood-Pewee",2010,27
"Eastern Wood-Pewee",2011,-16
"Eastern Wood-Pewee",2012,-17
"Eastern Wood-Pewee",2013,17
"Eastern Wood-Pewee",2014,1
"Eastern Wood-Pewee",2015,20
"Eastern Wood-Pewee",2016,-24
"Eastern Wood-Pewee",2017,16
"Eastern Wood-Pewee",2018,-3
"Eastern Wood-Pewee",2019,-32
"Eastern Wood-Pewee",2020,45
"Eastern Wood-Pewee",2021,-16
"Eastern Wood-Pewee",2022,-13
"Eastern Wood-Pewee",2023,-8
"Eastern Wood-Pewee",2024,21
"Eastern Wood-Pewee",2025,16
"European Starling",2000,-13
"European Starling",2001,-36
"European Starling",2002,19
"European Starling",2003,-25
"European Starling",2004,-76
"European Starling",2005,8
"European Starling",2006,-23
"European Starling",2007,32
"European Starling",2008,-98
"European Starling",2009,180
"European Starling",2010,-71
"European Starling",2011,-30
"European Starling",2012,98
"European Starling",2013,-112
"European Starling",2014,-42
"European Starling",2015,80
"European Starling",2016,-82
"European Starling",2017,31
"European Starling",2018,-12
"European Starling",2019,-11
"European Starling",2020,42
"European Starling",2021,81
"European Starling",2022,-96
"European Starling",2023,-30
"European Starling",2024,-53
"European Starling",2025,34
"Fish Crow",2000,1
"Fish Crow",2001,0
"Fish Crow",2002,-12
"Fish Crow",2003,-1
"Fish Crow",2004,4
"Fish Crow",2005,-5
"Fish Crow",2006,17
"Fish Crow",2007,-5
"Fish Crow",2008,15
"Fish Crow",2009,0
"Fish Crow",2010,13
"Fish Crow",2011,-8
"Fish Crow",2012,9
"Fish Crow",2013,15
"Fish Crow",2014,-23
"Fish Crow",2015,11
"Fish Crow",2016,109
"Fish Crow",2017,-115
"Fish Crow",2018,-2
"Fish Crow",2019,-4
"Fish Crow",2020,14
"Fish Crow",2021,1
"Fish Crow",2022,-5
"Fish Crow",2023,-1
"Fish Crow",2024,28
"Fish Crow",2025,2
"Great Crested Flycatcher",2000,-12
"Great Crested Flycatcher",2001,20
"Great Crested Flycatcher",2002,-17
"Great Crested Flycatcher",2003,4
"Great Crested Flycatcher",2004,23
"Great Crested Flycatcher",2005,-15
"Great Crested Flycatcher",2006,-4
"Great Crested Flycatcher",2007,11
"Great Crested Flycatcher",2008,17
"Great Crested Flycatcher",2009,-6
"Great Crested Flycatcher",2010,4
"Great Crested Flycatcher",2011,19
"Great Crested Flycatcher",2012,-28
"Great Crested Flycatcher",2013,16
"Great Crested Flycatcher",2014,-6
"Great Crested Flycatcher",2015,11
"Great Crested Flycatcher",2016,-19
"Great Crested Flycatcher",2017,22
"Great Crested Flycatcher",2018,-2
"Great Crested Flycatcher",2019,1
"Great Crested Flycatcher",2020,21
"Great Crested Flycatcher",2021,4
"Great Crested Flycatcher",2022,-14
"Great Crested Flycatcher",2023,12
"Great Crested Flycatcher",2024,-31
"Great Crested Flycatcher",2025,27
"House Finch",2000,-23
"House Finch",2001,9
"House Finch",2002,32
"House Finch",2003,-19
"House Finch",2004,13
"House Finch",2005,-24
"House Finch",2006,25
"House Finch",2007,-8
"House Finch",2008,47
"House Finch",2009,-34
"House Finch",2010,-1
"House Finch",2011,15
"House Finch",2012,-24
"House Finch",2013,-46
"House Finch",2014,-16
"House Finch",2015,23
"House Finch",2016,38
"House Finch",2017,-35
"House Finch",2018,32
"House Finch",2019,-36
"House Finch",2020,30
"House Finch",2021,-15
"House Finch",2022,30
"House Finch",2023,33
"House Finch",2024,-9
"House Finch",2025,36
"Indigo Bunting",2000,-44
"Indigo Bunting",2001,38
"Indigo Bunting",2002,-31
"Indigo Bunting",2003,29
"Indigo Bunting",2004,-70
"Indigo Bunting",2005,37
"Indigo Bunting",2006,30
"Indigo Bunting",2007,-59
"Indigo Bunting",2008,-13
"Indigo Bunting",2009,-7
"Indigo Bunting",2010,-19
"Indigo Bunting",2011,34
"Indigo Bunting",2012,1
"Indigo Bunting",2013,-86
"Indigo Bunting",2014,55
"Indigo Bunting",2015,-39
"Indigo Bunting",2016,0
"Indigo Bunting",2017,8
"Indigo Bunting",2018,-48
"Indigo Bunting",2019,26
"Indigo Bunting",2020,10
"Indigo Bunting",2021,-32
"Indigo Bunting",2022,15
"Indigo Bunting",2023,-5
"Indigo Bunting",2024,-13
"Indigo Bunting",2025,-10
"Mourning Dove",2000,-28
"Mourning Dove",2001,-17
"Mourning Dove",2002,54
"Mourning Dove",2003,-128
"Mourning Dove",2004,63
"Mourning Dove",2005,-43
"Mourning Dove",2006,12
"Mourning Dove",2007,-29
"Mourning Dove",2008,124
"Mourning Dove",2009,4
"Mourning Dove",2010,-107
"Mourning Dove",2011,7
"Mourning Dove",2012,62
"Mourning Dove",2013,-87
"Mourning Dove",2014,78
"Mourning Dove",2015,-85
"Mourning Dove",2016,-27
"Mourning Dove",2017,-12
"Mourning Dove",2018,38
"Mourning Dove",2019,-18
"Mourning Dove",2020,13
"Mourning Dove",2021,-7
"Mourning Dove",2022,-5
"Mourning Dove",2023,-3
"Mourning Dove",2024,40
"Mourning Dove",2025,-45
"Northern Cardinal",2000,-65
"Northern Cardinal",2001,39
"Northern Cardinal",2002,-4
"Northern Cardinal",2003,-7
"Northern Cardinal",2004,14
"Northern Cardinal",2005,35
"Northern Cardinal",2006,50
"Northern Cardinal",2007,-71
"Northern Cardinal",2008,-14
"Northern Cardinal",2009,-19
"Northern Cardinal",2010,85
"Northern Cardinal",2011,26
"Northern Cardinal",2012,-100
"Northern Cardinal",2013,-36
"Northern Cardinal",2014,9
"Northern Cardinal",2015,50
"Northern Cardinal",2016,-42
"Northern Cardinal",2017,-41
"Northern Cardinal",2018,46
"Northern Cardinal",2019,9
"Northern Cardinal",2020,-70
"Northern Cardinal",2021,-29
"Northern Cardinal",2022,67
"Northern Cardinal",2023,-95
"Northern Cardinal",2024,47
"Northern Cardinal",2025,-13
"Northern Mockingbird",2000,-39
"Northern Mockingbird",2001,21
"Northern Mockingbird",2002,84
"Northern Mockingbird",2003,-101
"Northern Mockingbird",2004,11
"Northern Mockingbird",2005,-34
"Northern Mockingbird",2006,33
"Northern Mockingbird",2007,32
"Northern Mockingbird",2008,-22
"Northern Mockingbird",2009,23
"Northern Mockingbird",2010,31
"Northern Mockingbird",2011,24
"Northern Mockingbird",2012,32
"Northern Mockingbird",2013,-83
"Northern Mockingbird",2014,-39
"Northern Mockingbird",2015,-2
"Northern Mockingbird",2016,-19
"Northern Mockingbird",2017,-2
"Northern Mockingbird",2018,-8
"Northern Mockingbird",2019,-4
"Northern Mockingbird",2020,11
"Northern Mockingbird",2021,-7
"Northern Mockingbird",2022,0
"Northern Mockingbird",2023,-39
"Northern Mockingbird",2024,41
"Northern Mockingbird",2025,-5
"Ovenbird",2000,-18
"Ovenbird",2001,34
"Ovenbird",2002,-5
"Ovenbird",2003,-27
"Ovenbird",2004,-4
"Ovenbird",2005,12
"Ovenbird",2006,-16
"Ovenbird",2007,3
"Ovenbird",2008,22
"Ovenbird",2009,-25
"Ovenbird",2010,14
"Ovenbird",2011,-10
"Ovenbird",2012,9
"Ovenbird",2013,3
"Ovenbird",2014,11
"Ovenbird",2015,-12
"Ovenbird",2016,-3
"Ovenbird",2017,1
"Ovenbird",2018,-3
"Ovenbird",2019,9
"Ovenbird",2020,-3
"Ovenbird",2021,-1
"Ovenbird",2022,10
"Ovenbird",2023,-13
"Ovenbird",2024,3
"Ovenbird",2025,28
"Pine Warbler",2000,-22
"Pine Warbler",2001,15
"Pine Warbler",2002,17
"Pine Warbler",2003,-60
"Pine Warbler",2004,-23
"Pine Warbler",2005,25
"Pine Warbler",2006,24
"Pine Warbler",2007,-35
"Pine Warbler",2008,50
"Pine Warbler",2009,-45
"Pine Warbler",2010,23
"Pine Warbler",2011,-5
"Pine Warbler",2012,17
"Pine Warbler",2013,-35
"Pine Warbler",2014,-3
"Pine Warbler",2015,-6
"Pine Warbler",2016,-1
"Pine Warbler",2017,5
"Pine Warbler",2018,-19
"Pine Warbler",2019,37
"Pine Warbler",2020,18
"Pine Warbler",2021,10
"Pine Warbler",2022,-3
"Pine Warbler",2023,-27
"Pine Warbler",2024,10
"Pine Warbler",2025,2
"Purple Martin",2000,-20
"Purple Martin",2001,17
"Purple Martin",2002,-13
"Purple Martin",2003,16
"Purple Martin",2004,-15
"Purple Martin",2005,-4
"Purple Martin",2006,23
"Purple Martin",2007,38
"Purple Martin",2008,-49
"Purple Martin",2009,49
"Purple Martin",2010,30
"Purple Martin",2011,-49
"Purple Martin",2012,-6
"Purple Martin",2013,17
"Purple Martin",2014,-16
"Purple Martin",2015,17
"Purple Martin",2016,-37
"Purple Martin",2017,14
"Purple Martin",2018,-6
"Purple Martin",2019,12
"Purple Martin",2020,-36
"Purple Martin",2021,23
"Purple Martin",2022,14
"Purple Martin",2023,-26
"Purple Martin",2024,0
"Purple Martin",2025,8
"Red-bellied Woodpecker",2000,-38
"Red-bellied Woodpecker",2001,15
"Red-bellied Woodpecker",2002,51
"Red-bellied Woodpecker",2003,-53
"Red-bellied Woodpecker",2004,28
"Red-bellied Woodpecker",2005,-12
"Red-bellied Woodpecker",2006,-4
"Red-bellied Woodpecker",2007,12
"Red-bellied Woodpecker",2008,19
"Red-bellied Woodpecker",2009,-22
"Red-bellied Woodpecker",2010,-2
"Red-bellied Woodpecker",2011,58
"Red-bellied Woodpecker",2012,26
"Red-bellied Woodpecker",2013,-45
"Red-bellied Woodpecker",2014,16
"Red-bellied Woodpecker",2015,-21
"Red-bellied Woodpecker",2016,-23
"Red-bellied Woodpecker",2017,8
"Red-bellied Woodpecker",2018,47
"Red-bellied Woodpecker",2019,-66
"Red-bellied Woodpecker",2020,13
"Red-bellied Woodpecker",2021,-52
"Red-bellied Woodpecker",2022,52
"Red-bellied Woodpecker",2023,-25
"Red-bellied Woodpecker",2024,9
"Red-bellied Woodpecker",2025,60
"Red-eyed Vireo",2000,20
"Red-eyed Vireo",2001,-6
"Red-eyed Vireo",2002,-19
"Red-eyed Vireo",2003,0
"Red-eyed Vireo",2004,-30
"Red-eyed Vireo",2005,-14
"Red-eyed Vireo",2006,2
"Red-eyed Vireo",2007,10
"Red-eyed Vireo",2008,-18
"Red-eyed Vireo",2009,-25
"Red-eyed Vireo",2010,8
"Red-eyed Vireo",2011,-7
